Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_Other,VisitorType_Returning_Visitor,Weekend_True
-0.6922950492243432,-0.4382859830295613,-0.3941177466011154,-0.24511448478620415,-0.6434216805034441,-0.5896949140188498,0.9223257608442356,1.8908554109121745,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,2.4922196842493447,-0.2315395531965093,True,False,False,False,False,False,False,False,False,False,True,False
-0.6922950492243432,-0.4382859830295613,-0.3941177466011154,-0.24511448478620415,-0.44160276821076017,-0.37576633434155926,0.8072078562510551,1.4270339424829106,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,1.212041849252962,0.024618606598282904,False,False,True,False,False,False,False,False,False,False,True,False
0.5029090053042157,-0.16368849557173418,-0.3941177466011154,-0.24511448478620415,-0.4640270917988361,-0.4351537726258011,-0.14030098065176,0.2432697923700107,-0.31471247488832593,-0.3083120741961687,0.9675256038702874,-0.21117340480322244,-0.9215878757410092,0.024618606598282904,False,False,False,False,False,False,False,True,False,False,True,True
-0.6922950492243432,-0.4382859830295613,-0.3941177466011154,-0.24511448478620415,-0.19493520874192422,-0.3465173960804496,-0.459088990667826,-0.6932927792817093,0.9256721984463693,-0.3083120741961687,2.0657618014049843,-0.21117340480322244,2.0654937392505506,-0.4876977129913015,True,False,False,False,False,False,False,False,False,False,False,False
1.3993120462006348,0.18209051271276333,-0.3941177466011154,-0.24511448478620415,-0.2622081795061522,-0.47540583039395845,-0.22885320220268593,-0.06234834969795742,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,-0.9215878757410092,-0.4876977129913015,False,False,False,False,True,False,False,False,False,False,True,False
-0.6922950492243432,-0.3988969991729058,-0.3941177466011154,-0.24511448478620415,0.20870261584344366,-0.06383341026028194,-0.206391170521976,0.011529999559277797,-0.31471247488832593,-0.3083120741961687,0.9675256038702874,-0.21117340480322244,-0.0681359857434207,-0.7438558727860937,False,False,False,False,False,False,True,False,False,False,True,False
-0.0946930219600637,-0.33081032707782976,-0.3941177466011154,-0.24511448478620415,-0.5313000625630641,-0.5417320955778503,-0.459088990667826,-0.683353757655009,-0.31471247488832593,-0.3083120741961687,0.9675256038702874,-0.21117340480322244,-0.9215878757410092,-0.4876977129913015,False,False,False,False,False,False,False,False,False,False,False,False
-0.6922950492243432,-0.4382859830295613,-0.3941177466011154,-0.24511448478620415,1.5541620311280033,0.7314685309803025,-0.36881831680290644,-0.28078835861422313,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,-0.9215878757410092,-0.7438558727860937,False,False,False,False,False,False,False,True,False,False,True,False
-0.6922950492243432,-0.4382859830295613,0.3941177466011154,0.15948554371209486,-0.32948115027038016,0.10058541988179055,-0.33719945316025524,-0.5237446000043828,1.8071787349874098,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,-0.9215878757410092,-0.4876977129913015,False,False,False,False,True,False,False,False,False,False,True,False
-0.6922950492243432,-0.4382859830295613,-0.3941177466011154,-0.24511448478620415,-0.44160276821076017,-0.47905107319465573,-0.28641215449927626,-0.19634121789147882,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,0.9486342037596869,1.212041849252962,0.5369349261878673,False,False,False,False,False,True,False,False,False,False,True,False
0.204107991672076,0.6274673801776612,2.758824226207808,0.699626581757324,1.3747674424233953,1.3722158271330327,0.3184908512056702,0.4058923818974049,0.08679643068414283,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,-0.9215878757410092,-0.7438558727860937,False,False,False,True,False,False,False,False,False,False,True,False
-0.3934940355922034,-0.3358746250022569,-0.3941177466011154,-0.24511448478620415,-0.21735953233000022,-0.2910800531972366,-0.2707142546508932,-0.560019409510069,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,1.6387677942517562,-0.2315395531965093,False,False,False,False,False,False,False,True,False,False,True,False
-0.3934940355922034,-0.18225758796130032,1.9705887330055771,0.17393554472989126,-0.5761487097392161,-0.45229070239066466,-0.459088990667826,-0.6311738419349178,-0.31471247488832593,-0.3083120741961687,0.9675256038702874,-0.21117340480322244,1.212041849252962,-0.4876977129913015,False,False,False,False,False,True,False,False,False,False,False,True
-0.0946930219600637,-0.25034426005637633,-0.3941177466011154,-0.24511448478620415,0.0741566743149877,0.3116278251230761,-0.459088990667826,-0.683353757655009,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,-0.9215878757410092,-0.4876977129913015,False,False,False,False,False,False,True,False,False,False,True,False
-0.6922950492243432,-0.4382859830295613,-0.3941177466011154,-0.24511448478620415,-0.37432979744653216,-0.38822019921572437,-0.18280604865390218,0.9168303313851138,-0.31471247488832593,3.711767634820365,-0.13071059366440932,-0.21117340480322244,-0.9215878757410092,-0.2315395531965093,False,False,False,False,False,True,False,False,False,False,True,False
3.7897201552577524,2.6191708227651636,5.123530705814501,1.5126077221127456,3.0790160351171703,2.9490930437965988,-0.34991111421985704,-0.5420601052455618,-0.2751616370207902,-0.3083120741961687,-1.228946791199106,-0.791077209084677,-0.0681359857434207,-0.4876977129913015,False,False,False,False,False,False,True,False,False,False,True,True
-0.6922950492243432,-0.4382859830295613,-0.3941177466011154,-0.24511448478620415,-0.6882703276795961,-0.6125956159568806,3.685155243147138,3.282319837071932,-0.31471247488832593,-0.3083120741961687,0.9675256038702874,-0.21117340480322244,-0.9215878757410092,-0.7438558727860937,True,False,False,False,False,False,False,False,False,False,True,False
0.204107991672076,-0.30886503607197885,-0.3941177466011154,-0.24511448478620415,-0.39675412103460816,-0.4871134926207046,-0.459088990667826,-0.6465208735147133,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,0.9486342037596869,-0.49486193074221496,-0.4876977129913015,False,False,False,False,False,True,False,False,False,False,False,False
-0.6922950492243432,-0.4382859830295613,-0.3941177466011154,-0.24511448478620415,-0.35190547385845616,-0.5096711128646071,0.2532029870191209,0.613116464033401,-0.31471247488832593,3.711767634820365,-0.13071059366440932,-0.21117340480322244,-0.0681359857434207,-0.7438558727860937,False,False,False,False,False,True,False,False,False,False,True,False
-0.0946930219600637,0.02087702878516602,0.3941177466011154,-0.24511448478620415,0.00688370355075971,0.5353216119915635,-0.20007372605439078,-0.40940920012452964,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,2.4922196842493447,-0.7438558727860937,False,False,True,False,False,False,False,False,False,False,True,False
-0.6922950492243432,-0.4382859830295613,-0.3941177466011154,-0.24511448478620415,-0.6434216805034441,-0.5943779789095482,-0.459088990667826,0.4993910056243831,-0.31471247488832593,-0.3083120741961687,-1.228946791199106,-0.791077209084677,-0.0681359857434207,-0.7438558727860937,False,False,False,False,False,False,True,False,False,False,True,False
0.204107991672076,0.31573170794070177,-0.3941177466011154,-0.24511448478620415,-0.5985730333272921,-0.5721977484931633,-0.459088990667826,-0.3702742633344611,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,1.6387677942517562,-0.4876977129913015,False,False,False,False,False,True,False,False,False,False,True,True
-0.6922950492243432,-0.4382859830295613,-0.3941177466011154,-0.24511448478620415,-0.10523791438962025,-0.39645415946310625,-0.459088990667826,-0.7315198272821807,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,-0.0681359857434207,-0.4876977129913015,False,False,False,False,False,True,False,False,False,False,True,True
-0.3934940355922034,-0.3988969991729058,-0.3941177466011154,-0.24511448478620415,-0.4640270917988361,-0.31514380202021014,-0.459088990667826,-0.6481153665073216,-0.31471247488832593,-0.3083120741961687,-1.228946791199106,-0.21117340480322244,-0.9215878757410092,-0.7438558727860937,False,False,False,False,False,True,False,False,False,False,True,False
-0.0946930219600637,0.10612604384635624,-0.3941177466011154,-0.24511448478620415,1.5990106783041553,1.042903934996175,-0.2064874413155275,-0.2501714173700664,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,1.212041849252962,-0.4876977129913015,True,False,False,False,False,False,False,False,False,False,True,True
-0.6922950492243432,-0.3988969991729058,-0.3941177466011154,-0.24511448478620415,-0.21735953233000022,-0.10435441968723393,-0.2707142546508932,-0.5758315102426946,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,-0.9215878757410092,0.024618606598282904,False,False,False,False,False,False,False,True,False,False,True,True
-0.6922950492243432,-0.4382859830295613,-0.3941177466011154,-0.24511448478620415,-0.44160276821076017,-0.4787937619369251,0.5769720677859149,0.8472570965103478,-0.31471247488832593,2.7067477075662314,-1.228946791199106,-0.791077209084677,1.6387677942517562,-0.7438558727860937,False,False,False,False,False,True,False,False,False,False,True,False
1.996914073464914,1.8718779201632856,-0.3941177466011154,-0.24511448478620415,0.5674917932526595,0.8237470288320214,-0.459088990667826,-0.3586787172313447,0.38224294438489254,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,-0.0681359857434207,-0.4876977129913015,False,False,False,False,False,False,False,True,False,False,True,False
0.204107991672076,-0.3988969991729058,-0.3941177466011154,-0.24511448478620415,-0.5313000625630641,-0.5776784782828269,-0.08233951863396045,-0.19634121789147882,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,2.0654937392505506,-0.7438558727860937,False,False,False,True,False,False,False,False,False,False,True,False
-0.6922950492243432,-0.4382859830295613,-0.3941177466011154,-0.24511448478620415,0.18627829225536766,1.2788994396213762,-0.459088990667826,-0.5442073087774435,-0.31471247488832593,-0.3083120741961687,-0.13071059366440932,-0.21117340480322244,2.0654937392505506,1.561567565367036,False,False,False,False,False,False,True,False,False,False,True,False
